internalCode	providerCode	name	provider	neto	iva	netoIva	minimumTotal	sellPrice	stock	minimumStock
10867	CRKK-32 KR	TERMINAL AXIAL DELANTERO IZQ DER KIA ASI FRONTIER 01-12 2WD DH	GIMPORT	6.328	1.202	7.530	14.786	15.500		
10868	CRKK-16 KR	TERMINAL AXIAL IZQ DER KIA BESTA 86-98 TOPIC 87-97 K-2400 93-97 MERC BENZ MB140 FURGON	GIMPORT	6.141	1.167	7.308	14.349	15.500		
10869	O154919	TERMINAL DE OJO 5/16	REP AUSTRAL	60	11	71	140	100		
11540	RT15	TERMINAL DE OJO 5MM	MERCOCHILE	17	3	20	40	100		
11318	RT-21	TERMINAL DESNUDO DE OJO 16MM 	MERCOCHILE	47	9	56	110	100		
10870	S083-99-324 KR	TERMINAL DIRECCION EXT DER IZQ MAZDA E2200 E2500 83-99 KIA BESTA 86-98 FRONTIER 97-03	GIMPORT	6.144	1.167	7.311	14.356	15.500		
10871	45046-59025 KR	TERMINAL DIRECCION EXT DER TY YARIS NCP10 NCP12 99-04	GIMPORT	7.255	1.378	8.633	16.952	17.500		
10872	8-94459-481-0 KR	TERMINAL DIRECCION EXT IZQ DER CHEV LUV 89-06 2WD-4WD	GIMPORT	4.950	941	5.891	11.566	12.500		
10873	CEKH-7 KR	TERMINAL DIRECCION EXT IZQ DER HY ELAN SONAT ACCENT STA FE MATRIZ  ETC	GIMPORT	5.042	958	6.000	11.781	12.000		
10874	CEKK-18 KR	TERMINAL DIRECCION EXT IZQ DER KIA ASIA BESTA PREGIO 98 FRONTIER 01-05 4WD FRONTIER 04-12 2WD	GIMPORT	5.895	1.120	7.015	13.774	15.000		
10875	45046-19216 KR	TERMINAL DIRECCION EXT IZQ DER TY TERCEL 90-99 SATARLET 90-96	GIMPORT	5.002	950	5.952	11.687	13.500		
10876	45047-59025 KR	TERMINAL DIRECCION EXT IZQ TY YARTIS NCP10 NCP12 99-04	GIMPORT	5.580	1.060	6.640	13.038	13.500		
10877	CEKH-48R KR	TERMINAL DIRECCION EXTERIOR DER HY ELANTRA I30 VELOSTER  2011	GIMPORT	8.708	1.655	10.363	20.347	22.000		
10878	CEKH-21 KR	TERMINAL DIRECCION EXTERIOR IZQ DER HY H100 GRACE 86-03 H1 97-07	GIMPORT	7.311	1.389	8.700	17.082	18.000		
10879	DEKH-48L KR	TERMINAL DIRECCION EXTERIOR IZQ HY ELANTRA I30 VELOSTER 2011	GIMPORT	8.708	1.655	10.363	20.347	22.000		
10880	8-94459-480-0 KR	TERMINAL DIRECCION INTERIOR IZQ DER CHEV LUV 89-06 2WD-4WD	GIMPORT	4.950	941	5.891	11.566	12.500		
10881	CH-009-TH140	TERMINAL ELECTRICO HEMBRA	IMBRA	32	6	38	75	100		
10882	2130161	TERMINAL ELECTRICO IM-112	REP AUSTRAL	67	13	80	157	150		
10883	2130112	TERMINAL ELECTRICO IM-182	REP AUSTRAL	31	6	37	72	100		
11446	13-025	TERMINAL FORRADO 2,8MM PARLANTE	BRM	18	3	21	42	100		
10884	O154923	TERMINAL LUCAS HEMBRA  	REP AUSTRAL	38	7	45	89	100		
10885	O154924	TERMINAL LUCAS HEMBRA FORRADO	REP AUSTRAL	42	8	50	98	100		
10886	O154929	TERMINAL LUCAS HEMBRA S/AISLACION	REP AUSTRAL	29	6	35	68	100		
11679	O154928	TERMINAL LUCAS MACHO S/ AISLAMIENTO	REP AUSTRAL	29	6	35	68	100		
11607	24052	TERMINAL METALICO HEMBRA 	BRM	22	4	26	51	100		
10956	24060	TERMINAL METALICO OJO 	BRM	40	8	48	93	100		
11608	24062	TERMINAL METALICO OJO 	BRM	24	5	29	56	100		
10887	NA-007-0701	TERMINAL OJO 1/8 CERRADO 	IMBRA	45	9	54	105	100		
10888	CH-015-SQ971	TERMINAL OJO 3/16 5MM 10 AMP	IMBRA	35	7	42	82	100		
11091	24064	TERMINAL OJO METALICO	BRM	40	8	48	93	100		
11699	13-025	TERMINAL PARLANTE CON FORRO PLASTICO CHICO	BRM	18	3	21	42	100		
11259	O154903	TERMINAL SIN AISLANTE 6,4MM	REP AUSTRAL	100	19	119	234	250		
10889	W54E-78,5	TERMOSTATO 76,5 54MM EXCENTRICO CHV LUV 89-98 4ZD1 2,3	ALSACIA	2.860	543	3.403	6.683	7.500		
10890	WV54B-82	TERMOSTATO 82° 54MM NORMAL HY H100 PORTER GRACE L200	ALSACIA	6.360	1.208	7.568	14.860	15.500		
10891	25500-23001	TERMOSTATO 82° EXENTRICO HY ACCENT 1,5-1,6 DOHC 00-03	ALSACIA	5.850	1.112	6.962	13.669	14.500		
10892	25500-22200	TERMOSTATO 82° HY ACCENT 1,5 93-99 G4EK 	ALSACIA	6.200	1.178	7.378	14.487	15.500		
10893	25510-42010	TERMOSTATO 82° HY H100 GRACE VAN PORTER	ALSACIA	6.230	1.184	7.414	14.557	15.500		
10894	25500-24000	TERMOSTATO 82° HY PONY 77-85 STELLAR-EXCEL 97-92 1,3 HI 2,4	ALSACIA	4.000	760	4.760	9.346	10.500		
10895	25500-21210	TERMOSTATO 88° HY EXCEL 1,5-1,3 SOHC 88-94	ALSACIA	5.630	1.070	6.700	13.155	13.500		
10896	O480206	TERMOSTATO HYUNDAI 82º G	REP AUSTRAL	1.853	352	2.205	4.330	6.000		
10897	O480209	TERMOSTATO NISSAN 82º C	REP AUSTRAL	2.597	493	3.090	6.068	6.000		
10898	O480210	TERMOSTATO UNIVERSAL	REP AUSTRAL	1.971	374	2.345	4.605	6.000		
11445	O29	TESTER ATORNILLADOR CORTO	BRM	490	93	583	1.145	1.500		
10899	O342802	TESTER CARGADOR ELECTRICO	REP AUSTRAL	786	149	935	1.837	1.900		
10900	JC042	TIRANTE ESCAPE DEAWOOD/CHEV LUB	V TAPIA	430	82	512	1.005	2.500		
10901	JN207	TIRANTE MOTOR COMPLETO NISSAN V16	V TAPIA	3.910	743	4.653	9.136	9.000		
11336	O240112	TRATAMIENTO MOTOR ACEITE	REP AUSTRAL	1.800	342	2.142	4.206	4.200		
11283		TRATAMIENTO MOTORES CYCLO	BENLUB	1.672	318	1.990	3.907	3.500		
10902	8-94205-977-0	VALVULA ADMISION CHEV LUV 1,6 G161Z 76-88	ALSACIA	1.110	211	1.321	2.594	3.000		
10903	8-94205-977-0-T	VALVULA ADMISION CHEV LUV 1,6 MOTOR G161Z	ALSACIA	1.120	213	1.333	2.617	3.000		
10904	8-94217-178-0	VALVULA ADMISION CHEV LUV 81-87 G161Z 1,6 81-86 G180Z 1,8	ALSACIA	2.250	428	2.678	5.257	6.000		
10905	8-94153-969-0	VALVULA ADMISION CHEV LUV 89-98 4ZD1 2,3/ASKA 84-89 4ZC1 2,0	ALSACIA	1.000	190	1.190	2.337	3.000		
10906	8-94200-742-0	VALVULA ADMISION CHEV LUV G161Z 1,6-G180Z 1,8- G200 2,0	ALSACIA	1.200	228	1.428	2.804	3.000		
10907	8-94217-179-0-N	VALVULA ESCAPE ANTIMAGNETICA CHEV LUV MOTOR G180Z-G200Z 1,8-2,0	ALSACIA	1.640	312	1.952	3.832	4.000		
10908	8-94200-743-0-A	VALVULA ESCAPE ANTIMAGNETICA CHV LUV 76-80 G161Z 1,6	ALSACIA	3.380	642	4.022	7.898	9.000		
10909	8-942007-43-0	VALVULA ESCAPE CHEV LUV 76-80 G161Z 1,6	ALSACIA	2.450	466	2.916	5.725	6.000		
10910	8-94217-179-0	VALVULA ESCAPE CHEV LUV 81-87 G161Z 1,6 81-86 G180Z 83-88	ALSACIA	2.250	428	2.678	5.257	6.000		
10911	8-94200-743-0	VALVULA ESCAPE CHEV LUV G161Z 1,6-G180Z 1,8- G200 2,0 76-88	ALSACIA	1.870	355	2.225	4.369	4.500		
11535	TR413C	VALVULA METALICA TUNNING ARO 13 CROMADA	MERCOCHILE	275	52	327	643	900		
11536	TR414C	VALVULA METALICA TUNNING ARO 14 CROMADA	MERCOCHILE	275	52	327	643	900		
