internalCode	providerCode	name	provider	neto	iva	netoIva	minimumTotal	sellPrice	stock	minimumStock
10001	O230102	ABRAZADERA  DE  1/2	REP AUSTRAL	71	13	84	166	350		
11544	A208	"ABRAZADERA CALIDAD SUPERIOR 44-64MM 2,5"""	MERCOCHILE	170	32	202	397	450		
11545	A210	"ABRAZADERA CALIDAD SUPERIOR 70-89MM 3,1/2"""	MERCOCHILE	200	38	238	467	600		
11261	O230104	ABRAZADERA DE 1, 1/6	REP AUSTRAL	75	14	89	175	350		
10002	O230103	ABRAZADERA DE 3/4	REP AUSTRAL	83	16	99	194	350		
10017	80W90	ACEITE  80W90 946ML CAJA	RODACAR	2.017	383	2.400	4.713	3.600		
10933	103896	ACEITE 10W40  ELAION SEMI SINTETICO 1 LITRO	YPF	2.906	552	3.458	6.790	5.150		
11651	10W40	ACEITE 10W40  OPTIMUS 3,78 LTS	RODACAR	6.471	1.229	7.700	15.120	11.400		
10934	1038997124	ACEITE 10W40 ELAION  SEMI SINTETICO 4 Lt	YPF	10.295	1.956	12.251	24.055	18.200		
10003	10W/40 lt	ACEITE 10W40 MAX GASOLINA 946ML	RODACAR	1.597	303	1.900	3.731	2.850		
10022	10W/40	ACEITE 10W40 OPTIMUS 	RODACAR	1.975	375	2.350	4.615	3.500		
10028	15W/40	ACEITE 15W40  OPTIMUS 1/4 GALON 	RODACAR	1.847	351	2.198	4.316	3.300		
10014	15W/40	ACEITE 15W40 BIDON CI4-SL 3,78LT OPTIMUS	RODACAR	6.975	1.325	8.300	16.297	12.300		
10935	105596	ACEITE 15W40 ELAION TORQUE MINERAL  1 LITRO	YPF	2.148	408	2.556	5.019	3.800		
11256	105599130	ACEITE 15W40 ELAION TORQUE MINERAL 4 LITROS	YPF	8.642	1.642	10.284	20.192	15.200		
11595	1055997	ACEITE 15W40 ELAION TORQUE MIX 4 LTS	YPF	9.602	1.824	11.426	22.435	16.900		
10937	189299	ACEITE 15W40 EXTRA VIDA XV300  4 LITROS	YPF	7.782	1.479	9.261	18.183	13.700		
10007	15W40	ACEITE 15W40 OPTIMUS 946ML CI4-SL OPTIMUS	RODACAR	2.200	418	2.618	5.140	3.900		
10031	O11500	ACEITE 20W50  PARA MOTOS  4T LIQUI MOLY 	LIQUI MOLY	4.922	935	5.857	11.500	7.900		
10015	20W/50	ACEITE 20W50 BIDON SL/CH4 3,78LT OPTIMUS	RODACAR	6.303	1.198	7.501	14.727	11.100		
10029	20W/50	ACEITE 20W50 OPTIMUS 1/4 GALON	RODACAR	1.849	351	2.200	4.320	3.300		
10011	194096	ACEITE 20W50 SUPER 1 LT YPF	YPF	1.750	333	2.083	4.089	3.100		
10010	194099	ACEITE 20W50 SUPER 4LTS YPF	YPF	8.292	1.575	9.867	19.375	14.550		
10012	107925	ACEITE 2T ELAION	YPF	612	116	728	1.430	1.500		
10936	106396	ACEITE 5W30 ELAION SINTETICO F50 D2 	YPF	4.512	857	5.369	10.542	7.950		
10018	123096	ACEITE 80W90 HIPOIDAL 1 LITRO 	YPF	1.534	291	1.825	3.584	2.700		
11634	75W90	ACEITE CAJA 754W90 SEMI SINTETICO OPTIMUS	RODACAR	2.311	439	2.750	5.400	4.100		
10024	ATF III	ACEITE HIDRAULICO ATF DEXRON III	RODACAR	2.059	391	2.450	4.811	3.650		
10026	125492	ACEITE HIDRAULICO ATF TIPO A ROJO	YPF	1.254	238	1.492	2.930	2.250		
10030	O11591	ACEITE PARA CADENAS MOTOS SPRITE MOTORBIKE WELL	LIQUI MOLY	7.538	1.432	8.970	17.613	12.000		
10033	SAE 50	ACEITE SAE 50  RELLENO 900 ML OPTIMUS	RODACAR	1.261	240	1.501	2.946	2.250		
10034	103692	ACEITE SAE-50 NORMAL 205 LTS	YPF	854	162	1.016	1.995	1.550		
10035	O50010228	ACERO LIQUIDO ARLON	BENLUB	1.588	302	1.890	3.710	3.500		
11385	499	ACERO LIQUIDO ARLON 4 MINUTOS	BRM	745	142	887	1.741	3.000		
10969	489	ACERO LIQUIDO ARLON PREMIUN TRANSPARENTE	BRM	1.150	219	1.369	2.687	3.500		
11277	O630105	ACERO LIQUIDO CPI USA BLISTYER 57GRS	REP AUSTRAL	1.316	250	1.566	3.075	3.500		
10036	O50010111	ACERO LIQUIDO GUNK 56G	BENLUB	1.639	311	1.950	3.830	4.000		
10037	O40010027	AGUA DESTILADA AGUACOL 5L	BENLUB	832	158	990	1.944	1.500		
11377		AGUA DESTILADA SOQUIPRA 5 LTS	SOQUIPRA	690	131	821	1.612	1.600		
10038	K25-8004N	AGUJA Y ASIENTO G200Z 20 81-88	ALSACIA	2.460	467	2.927	5.748	6.500		
10039	O430355	AMARRA PLASTICA BLANCA 7,2X500MM	REP AUSTRAL	56	11	67	131	150		
11675	O430328	AMARRA PLASTICA NEGRA 4,8X200	REP AUSTRAL	23	4	27	54	100		
10040	O430334	AMARRA PLASTICA NEGRA 4,8X300MM	REP AUSTRAL	31	6	37	72	150		
11676	O430356	AMARRA PLASTICA NEGRA 7,2X530	REP AUSTRAL	55	10	65	129	150		
10041	O430312	AMARRA PLASTICAS NEGRA 3,6X200MM	REP AUSTRAL	21	4	25	49	100		
10042	O430316	AMARRA PLASTICAS NEGRA 3,6X280MM	REP AUSTRAL	23	4	27	54	100		
11380	5350	AMARRAS PLASTICAS 4,8 X 350 BLANCO	BRM	25	5	30	58	100		
11638	7400	AMARRAS PLASTICAS 4,8X400 NEGRO	BRM	39	7	46	91	100		
10043	O430329	AMARRAS PLASTICAS BLANCA 4,8 X200MM	REP AUSTRAL	27	5	32	63	100		
10044	O430335	AMARRAS PLASTICAS BLANCA 4,8X300MM	REP AUSTRAL	31	6	37	72	150		
10045	O430355	AMARRAS PLASTICAS BLANCA 7,2 X 500MM	REP AUSTRAL	61	12	73	143	150		
11617	O430337	AMARRAS PLASTICAS BLANCAS 4,8X350MM	REP AUSTRAL	31	6	37	72	100		
11421	AMR107	AMARRAS PLASTICAS NEGRAS 7,5X500	MERCOCHILE	47	9	56	110	200		
11292	8-94433-687	AMORTIGUADOR  DELANTERO CHV LUV 1,6-1,8-2,0-2,3 DER IZQ PICK UP	ALSACIA	4.925	936	5.861	11.507	14.900		
10046	OJ2013	AMORTIGUADOR CHEV LUV 1,6-2,3 89-UP TRASERO DER-IZQ OJO/OJO	ALSACIA	6.740	1.281	8.021	15.748	16.000		
10047	2204	AMORTIGUADOR DELANTERO CHV LUV 72-88 1,6-1,8-2,0 89-98	ALSACIA	9.880	1.877	11.757	23.085	25.000		
10048	HY00188D	AMORTIGUADOR HY TUCSON/KIA SPORTAGE PRO TRASERO LH GAS	IMP MARIN	13.812	2.624	16.436	32.272	29.000		
10049	HY00187D	AMORTIGUADOR HY TUCSON/KIA SPORTAGE PRO TRASERO RH GAS	IMP MARIN	13.812	2.624	16.436	32.272	29.000		
11092	520224	AMORTIGUADOR PORTALON PEUGEOT 206	BRM	5.980	1.136	7.116	13.973	15.000		
10050	2861	AMORTIGUADOR TRASERO CHV LUV 1,6-2,3 89 REFORZADO	ALSACIA	9.880	1.877	11.757	23.085	27.000		
10051	2819	AMORTIGUADOR TRASERO DER-IZQ CHV LUV 1,6-1,8-2,2-2,3 C22NE	ALSACIA	9.880	1.877	11.757	23.085	27.000		
10052	PB3442	AMORTIGUADOR TY YARIS 06-08 TRASERO	ALSACIA	11.860	2.253	14.113	27.711	27.500		
10053	PO1834	AMORTIGUQADOR CHEV LUV 4WD 89-98 4ZD1 2,3 99-08 C22NE 2,2	ALSACIA	6.950	1.321	8.271	16.239	16.000		
11294	RA- 276	AMPOLETA COLA PEZCADO T-20 1 CONTACTO 12V AMBAR	MERCOCHILE	363	69	432	848	1.000		
10054	8103	AMPOLLEA 1 CONTACTO GLOBO GRANDE AMBAR	BENLUB	168	32	200	393	500		
10055	O160586	AMPOLLEA 1 CONTACTO P/P 12V 21W NARANJA	REP AUSTRAL	101	19	120	236	500		
10065	O160557	AMPOLLETA  1 CONTACTO 12V 21W	REP AUSTRAL	101	19	120	236	500		
10111	O020211	AMPOLLETA  893 12V 37W PG13 FLOSER	REP AUSTRAL	2.744	521	3.265	6.411	6.500		
10102	O170663	AMPOLLETA  9004 12V 100/80W 	REP AUSTRAL	1.092	207	1.299	2.552	2.500		
10117	O170652	AMPOLLETA  9006 12V 80W	REP AUSTRAL	1.361	259	1.620	3.180	3.000		
10080	O160103	AMPOLLETA  AMBAR GLOBO GRANDE	REP AUSTRAL	147	28	175	343	500		
10122	O170674	AMPOLLETA  H11 12V 55W PGJ 19-2	REP AUSTRAL	1.689	321	2.010	3.946	3.900		
10125	O170606	AMPOLLETA  H3 12V 100W AZUL	REP AUSTRAL	450	86	536	1.051	2.500		
10142	O171045	AMPOLLETA  H4 24V 100/90W BLISTER P43T	REP AUSTRAL	868	165	1.033	2.028	2.800		
10962	83157AM	AMPOLLETA  ZOQUETE PLASTICO AMERICANO 2 CTOS AMBAR 12V 25W	BRM	790	150	940	1.846	2.500		
11085	TA-024-A2055	AMPOLLETA 1 CONTACTO  GLOBO CHICO 12V 10W BA15S	IMBRA	110	21	131	257	400		
11195	RA211	AMPOLLETA 1 CONTACTO 12 V BLANCA MISHIMA/NARVA	MERCOCHILE	130	25	155	304	500		
11602	8182	AMPOLLETA 1 CONTACTO 12V 10W T18	BRM	220	42	262	514	500		
11605	8144AM	AMPOLLETA 1 CONTACTO 24V GLOBO GRANDE 21W AMBAR	BRM	220	42	262	514	500		
10964	83156AM	AMPOLLETA 1 CONTACTO AMERICANA ZOQUETE PLASTICO PLOMO  AMBAR 12V 25W	BRM	690	131	821	1.612	2.000		
10072	O40010119	AMPOLLETA 1 CONTACTO GLOBO CHICO  24V	BENLUB	134	25	159	313	350		
10057	3227	AMPOLLETA 1 CONTACTO GLOBO GRANDE	BENLUB	151	29	180	353	500		
11094	O90010104	AMPOLLETA 1 CONTACTO P/P AMBAR	BENLUB	211	40	251	493	500		
11293	RA-40	AMPOLLETA 1 CONTACTP P/P 12V ROJA	MERCOCHILE	100	19	119	234	500		
11387	RA6	AMPOLLETA 1 CTO 12V AMBAR	MERCOCHILE	100	19	119	234	500		
11386	RA253	AMPOLLETA 1 CTO 24 V P/P MISHIMA	MERCOCHILE	130	25	155	304	400		
10058	O020203	AMPOLLETA 12V 1,2W BASE  NEGRA FLOSSER	REP AUSTRAL	305	58	363	713	1.000		
11593	O020203	AMPOLLETA 12V 1,2W BASE NEGRA FLOSSER	REP AUSTRAL	277	53	330	647	1.000		
11482	O020206	AMPOLLETA 12V 2W VERDE FLOSSER	REP AUSTRAL	508	97	605	1.187	1.500		
11270	O160540	AMPOLLETA 12V 5W 11*39 TIPO FUSIBLE	REP AUSTRAL	38	7	45	89	350		
11636	8141	AMPOLLETA 12V/21W 1 CTO GLOBO GRANDE  	BRM	148	28	176	346	500		
11351	O020207	AMPOLLETA 14V 1,4W NEGRA FLOSSER	REP AUSTRAL	471	89	560	1.101	1.500		
10963	83157	AMPOLLETA 2 CONTACTO AMERICANA  ZOQUETE PLASTICO NEGRO BLANCA 12V 25W	BRM	730	139	869	1.706	2.500		
11196	RA212	AMPOLLETA 2 CONTACTOS 12V BLANCA MISHIMA/NARVA	MERCOCHILE	130	25	155	304	500		
11200	RA122	AMPOLLETA 2 CONTACTOS BLANCA 3157	MERCOCHILE	544	103	647	1.271	1.500		
11706	8134AM	AMPOLLETA 2 CONTACTOS P/D 12V 21/5W  AMBAR	BRM	230	44	274	537	500		
10064	O160571	AMPOLLETA 2 CONTACTOS P/D 12V 21/5W 1034 	REP AUSTRAL	114	22	136	266	500		
11616	O160627	AMPOLLETA 2 CTOS P/D BLANCA	REP AUSTRAL	140	27	167	327	500		
10071	O160505	AMPOLLETA 24 V 3W T53	REP AUSTRAL	55	10	65	129	350		
11267	O160576	AMPOLLETA 24V 21/5W P/D T 1034	REP AUSTRAL	97	18	115	227	500		
11594	O160938	AMPOLLETA 3RA LUZ DE FRENO 12V 16W TRANSPARENTE	REP AUSTRAL	179	34	213	418	700		
10106	O170667	AMPOLLETA 880  12V 27W PGJ-13	REP AUSTRAL	1.168	222	1.390	2.729	2.800		
10078	O1001372	AMPOLLETA 880 12V MEGALIFE	BENLUB	2.479	471	2.950	5.792	5.800		
10079	O10010372	AMPOLLETA 880 12V VALLEY	BENLUB	1.261	240	1.501	2.946	3.500		
10154	O170666	AMPOLLETA 881 HALOGENA PG13 12V 27W	REP AUSTRAL	1.059	201	1.260	2.474	3.000		
10112	O170640	AMPOLLETA 9004 100/80W 12V	REP AUSTRAL	1.441	274	1.715	3.367	3.500		
10113	O170657	AMPOLLETA 9004 12V 65/45W AZUL	REP AUSTRAL	1.445	275	1.720	3.376	3.500		
10114	O170641	AMPOLLETA 9004 65/45W 12V	REP AUSTRAL	1.235	235	1.470	2.886	2.900		
10115	O020111	AMPOLLETA 9004 HB1 12V 100/80W P29T AZUL FLOSSER	REP AUSTRAL	3.021	574	3.595	7.059	5.800		
10116	O170639	AMPOLLETA 9005 65W 12V	REP AUSTRAL	1.311	249	1.560	3.063	3.500		
10103	O170662	AMPOLLETA 9007 12V 100/80W 	REP AUSTRAL	1.092	207	1.299	2.552	2.500		
11479	O160988	AMPOLLETA BALITA 12V 3W TRANSP	REP AUSTRAL	65	12	77	152	250		
10073	O020204	AMPOLLETA BASE PLOMA GRIS TABLERO  24V 1,3W  FLOSSER	REP AUSTRAL	437	83	520	1.021	900		
11603	8184	AMPOLLETA BRM 1 CONTACTO 24V 10W T18	BRM	220	42	262	514	500		
11615	89006	AMPOLLETA BRM 9006 12V 55W	BRM	1.340	255	1.595	3.131	3.500		
10081	O160708	AMPOLLETA BULBO CON BASE BLANCA 12V1,2W	REP AUSTRAL	340	65	405	794	1.000		
10069	O160507	AMPOLLETA COLA PESCADO 12V 3W	REP AUSTRAL	72	14	86	168	200		
10083	O160516	AMPOLLETA COLA PESCADO 12V 5W MEDIANA	REP AUSTRAL	84	16	100	196	350		
10084	O163041	AMPOLLETA COLA PESCADO 12V T-10 1LED	REP AUSTRAL	987	188	1.175	2.306	2.300		
10085	O40010084	AMPOLLETA COLA PESCADO 12V/5W MEDIANA T20 VALLEY	BENLUB	412	78	490	963	900		
10086	O160605	AMPOLLETA COLA PESCADO 12V2,1W GRANDE C/BASE AZUL	REP AUSTRAL	504	96	600	1.178	1.000		
10087	O160608	AMPOLLETA COLA PESCADO 12V2,1W GRANDE C/BASE BLANCA	REP AUSTRAL	237	45	282	554	1.000		
10088	O160607	AMPOLLETA COLA PESCADO 12V2,1W GRANDE C/BASE ROJA	REP AUSTRAL	504	96	600	1.178	1.000		
10089	O160606	AMPOLLETA COLA PESCADO 12V2,1W GRANDE C/BASE VERDE	REP AUSTRAL	504	96	600	1.178	1.000		
10090	O160517	AMPOLLETA COLA PESCADO GRANDE 2 CONTACTOS TOYOTA YARIS	REP AUSTRAL	592	112	704	1.383	900		
10091	O160518	AMPOLLETA COLA PESCADO GRANDE 3º LUZ FRENO 12V	REP AUSTRAL	210	40	250	491	500		
11549	O160624	AMPOLLETA COLA PESCADO GRANDE C/BASE 1 CTO	REP AUSTRAL	500	95	595	1.168	2.500		
11262	O160623	AMPOLLETA COLA PESCADO GRANDE C/BASE 2 CONTACTOS	REP AUSTRAL	500	95	595	1.168	2.500		
10092	O160511	AMPOLLETA COLA PESCADO MEDIANA 12V 3W T-10MM	REP AUSTRAL	76	14	90	178	400		
10093	O160591	AMPOLLETA COLA PESCADO MEDIANA 12V3W AZUL	REP AUSTRAL	84	16	100	196	350		
10094	O160595	AMPOLLETA COLA PESCADO MEDIANA 24V 3W NARANJA	REP AUSTRAL	76	14	90	178	400		
10095	O1605515	AMPOLLETA COLA PESCADO MEDIANA 24V 5W	REP AUSTRAL	76	14	90	178	350		
10082	O50010167	AMPOLLETA COLA PESCADO MEDIANA T10 12V	BENLUB	84	16	100	196	350		
10966	81	AMPOLLETA COLA PESCADO T10 12V  5W 	BRM	88	17	105	206	350		
11199	RA53	AMPOLLETA COLA PESCADO T10 12V AZUL	MERCOCHILE	72	14	86	168	350		
11198	RA270	AMPOLLETA COLA PESCADO T10 12V BLANCA MISHIMA	MERCOCHILE	82	16	98	192	350		
11395	RL11	AMPOLLETA COLA PESCADO T10 EXPANSIVO BLANCA	MERCOCHILE	495	94	589	1.157	1.000		
11086	875	AMPOLLETA COLA PESCADO T15 12V 10W	BRM	190	36	226	444	500		
10096	4196	AMPOLLETA COLA PESCADO T20 1 CONTACTO AMBAR	BENLUB	420	80	500	981	1.000		
11390	RA276	AMPOLLETA COLA PESCADO T20 1 CTO 12V AMBAR	MERCOCHILE	363	69	432	848	1.000		
11389	RA203	AMPOLLETA COLA PESCADO T20 1 CTO 12V BLANCA	MERCOCHILE	363	69	432	848	1.000		
10097	CH-009-T20215	AMPOLLETA COLA PESCADO T20 12V 21,5W GRANDE	IMBRA	200	38	238	467	900		
11295	RA-204	AMPOLLETA COLA PESCADO T-20 2 CONTACTO 12V BLANCA	MERCOCHILE	363	69	432	848	1.000		
11388	RA204	AMPOLLETA COLA PESCADO T20 2 CTO 12V BLANCA	MERCOCHILE	363	69	432	848	1.000		
11391	RA201	AMPOLLETA COLA PESCADO T20 2 CTO AMBAR	MERCOCHILE	363	69	432	848	1.000		
10098	3195	AMPOLLETA COLA PESCADO T20 VALLEY 12V/21W	BENLUB	420	80	500	981	1.000		
10971	T3A	AMPOLLETA COLA PESCADO T3 12V AZUL	BRM	48	9	57	112	250		
10973	T3V	AMPOLLETA COLA PESCADO T3 12V VERDE	BRM	48	9	57	112	250		
11548	O160931	AMPOLLETA COLA PEZCADO 12V 5W T10	REP AUSTRAL	72	14	86	168	350		
11440	81	AMPOLLETA COLA PEZCADO T10 12V 5W	BRM	88	17	105	206	350		
11454	87	AMPOLLETA COLA PEZCADO T7 12V 2W	BRM	95	18	113	222	350		
11696	O860914	AMPOLLETA COLAPESCADO T20 LED 8 LED LIMA	REP AUSTRAL	894	170	1.064	2.089	2.300		
10099	O160713	AMPOLLETA CON BASE AZUL 12V 1,0W 	REP AUSTRAL	286	54	340	668	1.000		
10967	MF14	AMPOLLETA CON BASE NEGRA MF14 12V 1,2W	BRM	570	108	678	1.332	1.500		
11296	RA-9	AMPOLLETA GLOBO CHICO 12V 10 W BLANCA D1011210W	MERCOCHILE	72	14	86	168	400		
11478	O160934	AMPOLLETA GLOBO CHICO 12V 10W TRANSP	REP AUSTRAL	72	14	86	168	350		
11481	O160939	AMPOLLETA GLOBO CHICO 12V 5W TRANS	REP AUSTRAL	79	15	94	185	350		
11197	RA213	AMPOLLETA GLOBO CHICO 12V MISHIMA	MERCOCHILE	86	16	102	201	400		
11604	8632	AMPOLLETA GLOBO CHICO 2 CTOS 12V 21/5W	BRM	175	33	208	409	450		
10980	O40010119	AMPOLLETA GLOBO CHICO 24V 10W 1 CONTACTO	BENLUB	134	25	159	313	500		
11672	O160941	AMPOLLETA GLOBO GRANDE 1 CTO 12V 21W P/P AMARILLA P45	REP AUSTRAL	111	21	132	259	500		
11476	O160932	AMPOLLETA GLOBO GRANDE 1 CTO 12V 21W TRASP P/P	REP AUSTRAL	97	18	115	227	500		
10100	O40010082	AMPOLLETA GLOBO GRANDE 12V  1 CONTACTO 	BENLUB	152	29	181	355	500		
10101	O160641	AMPOLLETA GLOBO GRANDE 12V 1CONTACTO P/P AMARILLA	REP AUSTRAL	126	24	150	294	500		
11673	O160942	AMPOLLETA GLOBO GRANDE 12V 21/5W 2CONTACTO P/P	REP AUSTRAL	126	24	150	294	500		
11653	8134	AMPOLLETA GLOBO GRANDE 2 CONTACTOS P/D 12V 21W	BRM	158	30	188	369	500		
11674	O160946	AMPOLLETA GLOBO GRANDE 24V 21/5W BLANCA P/D	REP AUSTRAL	108	21	129	252	500		
11547	O160943	AMPOLLETA GLOBO GRANDE 24V 21W 1 CTO P/P	REP AUSTRAL	108	21	129	252	500		
11475	O160933	AMPOLLETA GLOBO GRANDE 2CTO 12V 21W P/D	REP AUSTRAL	97	18	115	227	500		
10968	85521AM	AMPOLLETA GLOBO GRANDE PTA V (2/3) 12V 21W AMBAR 1CTO	BRM	230	44	274	537	500		
11477	O160950	AMPOLLETA GLOBO GRNADE 1 CTO 12V 21W AMBAR P/V 	REP AUSTRAL	115	22	137	269	500		
11206	RA24	AMPOLLETA H1 12V  100W BLANCA 	MERCOCHILE	430	82	512	1.005	2.000		
10118	O170631	AMPOLLETA H1 12V 100W	REP AUSTRAL	525	100	625	1.227	2.300		
11207	RA243	AMPOLLETA H1 12V 100W AZUL BLISTER SAFARI	MERCOCHILE	890	169	1.059	2.080	2.500		
10119	O90010057	AMPOLLETA H1 12V MEGALIFE	BENLUB	748	142	890	1.748	2.500		
10120	O170636	AMPOLLETA H1 24V 70W	REP AUSTRAL	494	94	588	1.154	2.000		
11182	O170631	AMPOLLETA H1 HALOGENA 12V 100W 	REP AUSTRAL	580	110	690	1.355	2.500		
10121	HA-H1	AMPOLLETA H1 NARVA ALEMANA	GRUPO MAAT	546	104	650	1.276	3.000		
10155	O170675	AMPOLLETA H13 12V 65/55W P26	REP AUSTRAL	1.992	378	2.370	4.654	4.000		
10170	O50010133	AMPOLLETA H3  H3 55W 12V COOL BLUE OSRAM	BENLUB	2.352	447	2.799	5.496	8.500		
10123	O40010014	AMPOLLETA H3 100W AZUL VALLEY	BENLUB	580	110	690	1.355	2.000		
10124	O170628	AMPOLLETA H3 12V 100W  	REP AUSTRAL	525	100	625	1.227	2.300		
10128	HA-H3	AMPOLLETA H3 12V 100W PEMAX ALEMANIA	GRUPO MAAT	546	104	650	1.276	2.500		
10126	4197	AMPOLLETA H3 12V 55W MEGALIFE	BENLUB	748	142	890	1.748	2.000		
10127	O170642	AMPOLLETA H3 24V 70W	REP AUSTRAL	346	66	412	808	2.000		
10130	O90010058	AMPOLLETA H4  12V 100/80W CAR BUBLS	BENLUB	1.176	223	1.399	2.748	2.500		
10152	O170623	AMPOLLETA H4  12V 60/55 P43T	REP AUSTRAL	1.017	193	1.210	2.376	2.500		
10153	O170625	AMPOLLETA H4  P45T 12V 100/90W	REP AUSTRAL	1.134	215	1.349	2.650	2.800		
10129	O40010141	AMPOLLETA H4 12V  P43T 100/80W  VALLEY	BENLUB	1.050	200	1.250	2.453	2.500		
10131	O170621	AMPOLLETA H4 12V 100/80 P43T	REP AUSTRAL	932	177	1.109	2.178	2.500		
10104	O170626	AMPOLLETA H4 12V 100/90 P43T	REP AUSTRAL	1.164	221	1.385	2.720	2.500		
10132	O170679	AMPOLLETA H4 12V 60/55 P43T AZUL PLATA	REP AUSTRAL	1.202	228	1.430	2.809	2.900		
10133	O020101	AMPOLLETA H4 12V 60/55 P43T FLOSSER	REP AUSTRAL	1.139	216	1.355	2.661	3.900		
10134	O170680	AMPOLLETA H4 12V 60/55 P45T AZUL PLATA	REP AUSTRAL	1.093	208	1.301	2.554	3.000		
10135	O020103	AMPOLLETA H4 12V 60/55 P45T FLOSSER	REP AUSTRAL	1.349	256	1.605	3.152	3.200		
11628	110986AL1513	AMPOLLETA H4 12V 60/55W  BOSCH	EMASA	860	163	1.023	2.009	3.900		
10136	O020131	AMPOLLETA H4 12V 60/55W P43T MEGABLUE FLOSSER	REP AUSTRAL	3.137	596	3.733	7.330	7.900		
10137	O020108	AMPOLLETA H4 24V 100/90W P43T FLOSSER	REP AUSTRAL	3.475	660	4.135	8.119	7.000		
10143	O171046	AMPOLLETA H4 24V 75/70W BLISTER P43T	REP AUSTRAL	1.021	194	1.215	2.386	2.800		
10138	O50010198	AMPOLLETA H4 60/55W MEGALIFE COREANA	BENLUB	1.093	208	1.301	2.554	2.500		
11625	O860743	AMPOLLETA H4 LED HIGH ENERGY LIMA	REP AUSTRAL	35.708	6.785	42.493	83.433	65.000		
10141	O171043	AMPOLLETA H4 P43T  12V 65/55W BLISTER	REP AUSTRAL	920	175	1.095	2.150	2.500		
10965	8419	AMPOLLETA H4 P43T 12V 100//80 LUZ DIA	BRM	1.990	378	2.368	4.650	4.500		
10105	O170678	AMPOLLETA H4 P43T 12V 100/90  AZUL	REP AUSTRAL	1.164	221	1.385	2.720	2.500		
10139	O171042	AMPOLLETA H4 P43T 12V 100/90 SILVER BLUE	REP AUSTRAL	849	161	1.010	1.984	2.500		
10108	O170627	AMPOLLETA H4 P43T 24V 100/90W 	REP AUSTRAL	882	168	1.050	2.061	2.500		
11205	RA199	AMPOLLETA H4 P43T HALOGENA 12V 100/90W BLANCA MISHIMA 	MERCOCHILE	1.100	209	1.309	2.570	2.800		
11204	RA200	AMPOLLETA H4 P43T HALOGENA 12V 60/55W BLANCA MISHIMA	MERCOCHILE	1.100	209	1.309	2.570	2.500		
10140	O171050	AMPOLLETA H4 P45T 24V 100/90 SILVER BLUE	REP AUSTRAL	849	161	1.010	1.984	2.500		
10109	O170632	AMPOLLETA H4 P45T 24V 100/90W 	REP AUSTRAL	1.092	207	1.299	2.552	2.500		
10961	8462A	AMPOLLETA H4A P43T 12V CHICA 60/55 BRM	BRM	1.940	369	2.309	4.533	4.500		
10149	O50010218	AMPOLLETA H7 12V  55W MEGALIFE	BENLUB	1.176	223	1.399	2.748	2.500		
10144	O170669	AMPOLLETA H7 12V 100W	REP AUSTRAL	1.059	201	1.260	2.474	2.500		
10145	O170670	AMPOLLETA H7 12V 100W BLANCA-AZUL PLATA	REP AUSTRAL	937	178	1.115	2.189	2.500		
10056	O170601	AMPOLLETA H7 12V 55W	REP AUSTRAL	1.097	208	1.305	2.563	2.500		
11629	110986AL1524	AMPOLLETA H7 12V 55W BOSCH	EMASA	990	188	1.178	2.313	3.900		
10146	O171054	AMPOLLETA H7 12V/55W SILVER/PLATA BLANCA	REP AUSTRAL	1.126	214	1.340	2.631	2.900		
10107	O170673	AMPOLLETA H7 24 V 100W  BLANCA-AZUL-PLATA	REP AUSTRAL	924	176	1.100	2.159	2.500		
10110	O170671	AMPOLLETA H7 24V 100W 	REP AUSTRAL	874	166	1.040	2.042	2.500		
10147	O171055	AMPOLLETA H7 24V/70W BLISTER	REP AUSTRAL	1.021	194	1.215	2.386	2.500		
10148	4218	AMPOLLETA H7 55W MEGALAY	BENLUB	1.176	223	1.399	2.748	2.700		
10150	HA-H7	AMPOLLETA H7 NARVA ALEMANIA	GRUPO MAAT	546	104	650	1.276	3.000		
11654	H8	AMPOLLETA H8 12V 35W BRM	BRM	2.090	397	2.487	4.883	4.800		
11098	O170676	AMPOLLETA H8 12V 35W PGJ 19-1	REP AUSTRAL	1.861	354	2.215	4.348	4.500		
10151	O170677	AMPOLLETA H9 12V 65W PGJ 19-5	REP AUSTRAL	1.689	321	2.010	3.946	3.000		
11282	O170634	AMPOLLETA HALOGENA 24V 75/70 P43T	REP AUSTRAL	1.164	221	1.385	2.720	3.000		
11558	O170783	AMPOLLETA HALOGENA 880 12V 27W	REP AUSTRAL	994	189	1.183	2.323	3.000		
11557	O170784	AMPOLLETA HALOGENA 881 12V 27W	REP AUSTRAL	994	189	1.183	2.323	3.000		
11692	O170779	AMPOLLETA HALOGENA 9006 HB4 12V 100W 	REP AUSTRAL	1.275	242	1.517	2.979	3.500		
11581	O170778	AMPOLLETA HALOGENA 9006 HB4 12V 55W LIMA	REP AUSTRAL	990	188	1.178	2.313	3.000		
11551	O170710	AMPOLLETA HALOGENA 9006 XS 12V 55W	REP AUSTRAL	840	160	1.000	1.963	3.500		
11582	O170782	AMPOLLETA HALOGENA 9007 12V 60/55W LIMA	REP AUSTRAL	1.126	214	1.340	2.631	3.000		
11554	O170755	AMPOLLETA HALOGENA H1 12V 55W	REP AUSTRAL	494	94	588	1.154	2.500		
11646	O170770	AMPOLLETA HALOGENA H11  55	REP AUSTRAL	1.583	301	1.884	3.699	3.900		
